FileFormat:0002.2 file with temperature of atmosphere
SN105HE102
local	GMT or Local
0	GMT-Local=[hours]
0	Height[m]
0	0	0	Longitude                [grd]               [min]               [sec]
0	0	0	Latitude                [grd]               [min]               [sec]
N	NS
56,45	Freq[GHz]
0,00	dTemostat[K]
0,150	MessErr[K]
0,248	//[grad/step]
version 14.4.20120406
MTP5HE102F5645K-38.60I70D219217+A1.1
Commentary:
SN105HE102
парабола ДНА = 2,5 град
НЕ102 - ПУ - ХВБ с ЦСД " S "
АЦП - 202 - 09 с контр.U пит.и М
оптопара серии - 2
Т out № 178 пл
БП LPS - 112
End Of Commentary

SYSTEM\alaska.dat
data time	0	50	100	150	200	250	300	350	400	450	500	550	600	650	700	750	800	850	900	950	1000	OutsideTemperature
12/04/2019 00:00:00	3,85	3,82	3,64	3,47	3,28	3,03	2,64	2,19	1,75	1,25	0,69	0,18	-0,32	-0,67	-1,02	-1,26	-1,50	-1,77	-2,03	-2,26	-2,48	3,81
12/04/2019 00:05:00	3,84	3,96	3,77	3,54	3,28	2,85	2,35	1,85	1,42	0,95	0,46	0,04	-0,38	-0,64	-0,91	-1,09	-1,28	-1,49	-1,71	-1,91	-2,11	3,85
12/04/2019 00:10:00	3,85	3,84	3,69	3,52	3,31	3,02	2,57	2,06	1,65	1,15	0,58	0,09	-0,40	-0,73	-1,05	-1,27	-1,49	-1,73	-1,97	-2,19	-2,40	3,96
12/04/2019 00:15:00	3,87	3,98	3,85	3,70	3,46	3,06	2,52	1,94	1,45	0,94	0,41	-0,04	-0,49	-0,78	-1,07	-1,28	-1,48	-1,71	-1,94	-2,14	-2,35	3,96
12/04/2019 00:20:00	3,87	3,90	3,78	3,59	3,28	2,91	2,48	2,02	1,52	1,02	0,49	0,06	-0,37	-0,65	-0,92	-1,10	-1,29	-1,51	-1,72	-1,93	-2,13	3,83
12/04/2019 00:25:00	3,84	4,00	3,86	3,70	3,48	3,12	2,66	2,14	1,59	1,09	0,59	0,13	-0,33	-0,65	-0,97	-1,20	-1,44	-1,70	-1,96	-2,18	-2,40	3,91
12/04/2019 00:30:00	3,85	3,90	3,73	3,54	3,31	3,01	2,66	2,26	1,80	1,30	0,74	0,25	-0,24	-0,57	-0,91	-1,14	-1,36	-1,62	-1,88	-2,10	-2,33	3,78
12/04/2019 00:35:00	3,67	3,71	3,56	3,38	3,16	2,84	2,45	2,02	1,58	1,07	0,50	0,00	-0,49	-0,82	-1,15	-1,37	-1,59	-1,83	-2,08	-2,30	-2,52	3,65
12/04/2019 00:40:00	3,47	3,77	3,63	3,36	3,01	2,57	2,10	1,63	1,19	0,69	0,14	-0,30	-0,73	-1,00	-1,27	-1,44	-1,61	-1,82	-2,03	-2,23	-2,43	3,55
12/04/2019 00:45:00	3,58	3,72	3,56	3,29	2,96	2,62	2,18	1,70	1,26	0,77	0,25	-0,19	-0,63	-0,91	-1,20	-1,39	-1,58	-1,81	-2,03	-2,24	-2,45	3,74
12/04/2019 00:50:00	3,82	3,90	3,80	3,58	3,25	2,87	2,39	1,84	1,30	0,80	0,30	-0,13	-0,55	-0,82	-1,09	-1,29	-1,48	-1,70	-1,92	-2,13	-2,33	3,77
12/04/2019 00:55:00	3,74	3,85	3,72	3,53	3,30	3,03	2,60	2,12	1,66	1,15	0,59	0,09	-0,41	-0,76	-1,10	-1,34	-1,57	-1,84	-2,10	-2,33	-2,55	3,77
12/04/2019 01:00:00	3,73	3,91	3,72	3,40	3,03	2,68	2,26	1,81	1,34	0,88	0,39	-0,01	-0,42	-0,69	-0,96	-1,15	-1,34	-1,57	-1,80	-2,02	-2,23	3,66
12/04/2019 01:05:00	3,73	3,81	3,71	3,53	3,24	2,86	2,34	1,77	1,20	0,72	0,26	-0,15	-0,55	-0,81	-1,07	-1,27	-1,46	-1,69	-1,91	-2,11	-2,31	3,71
12/04/2019 01:10:00	3,69	3,86	3,65	3,32	2,94	2,50	1,99	1,49	1,04	0,62	0,18	-0,16	-0,50	-0,71	-0,92	-1,07	-1,22	-1,42	-1,61	-1,80	-1,99	3,72
12/04/2019 01:15:00	3,69	3,77	3,51	3,15	2,86	2,63	2,35	2,02	1,61	1,14	0,60	0,10	-0,39	-0,74	-1,09	-1,34	-1,58	-1,86	-2,14	-2,38	-2,61	3,74
12/04/2019 01:20:00	3,61	3,79	3,55	3,26	2,96	2,50	2,04	1,57	1,13	0,66	0,15	-0,28	-0,71	-0,98	-1,26	-1,44	-1,63	-1,85	-2,07	-2,28	-2,48	3,90
12/04/2019 01:25:00	3,98	4,02	3,72	3,35	2,99	2,62	2,33	2,05	1,65	1,21	0,71	0,30	-0,10	-0,37	-0,63	-0,81	-0,99	-1,22	-1,44	-1,66	-1,87	3,83
12/04/2019 01:30:00	3,89	3,95	3,75	3,53	3,29	3,00	2,59	2,11	1,62	1,09	0,52	-0,01	-0,53	-0,90	-1,27	-1,52	-1,77	-2,05	-2,33	-2,56	-2,79	3,69
12/04/2019 01:35:00	3,80	3,89	3,70	3,37	2,97	2,60	2,18	1,75	1,32	0,86	0,38	0,00	-0,38	-0,62	-0,85	-1,01	-1,18	-1,38	-1,58	-1,78	-1,98	3,83
12/04/2019 01:40:00	3,78	3,90	3,73	3,50	3,21	2,82	2,37	1,86	1,32	0,80	0,24	-0,24	-0,73	-1,05	-1,38	-1,61	-1,83	-2,08	-2,33	-2,55	-2,77	3,90
12/04/2019 01:45:00	3,77	3,85	3,68	3,49	3,27	2,95	2,50	1,96	1,40	0,87	0,31	-0,21	-0,73	-1,09	-1,46	-1,72	-1,97	-2,25	-2,53	-2,77	-3,00	3,75
12/04/2019 01:50:00	3,68	3,65	3,53	3,33	3,05	2,79	2,29	1,72	1,24	0,75	0,21	-0,25	-0,71	-1,02	-1,32	-1,53	-1,74	-1,98	-2,21	-2,42	-2,63	3,68
12/04/2019 01:55:00	3,59	3,75	3,63	3,36	2,96	2,52	1,99	1,41	0,85	0,37	-0,08	-0,46	-0,83	-1,06	-1,29	-1,45	-1,62	-1,82	-2,03	-2,22	-2,41	3,63
12/04/2019 02:00:00	3,58	3,67	3,52	3,32	3,01	2,62	2,04	1,39	0,81	0,32	-0,15	-0,56	-0,97	-1,25	-1,52	-1,72	-1,92	-2,15	-2,38	-2,58	-2,78	3,65
12/04/2019 02:05:00	3,55	3,64	3,46	3,21	2,95	2,69	2,22	1,68	1,15	0,63	0,07	-0,45	-0,97	-1,34	-1,71	-1,97	-2,23	-2,51	-2,79	-3,02	-3,25	3,62
12/04/2019 02:10:00	3,56	3,55	3,38	3,19	2,91	2,40	1,81	1,18	0,65	0,13	-0,40	-0,84	-1,28	-1,55	-1,82	-2,00	-2,18	-2,39	-2,59	-2,78	-2,97	3,61
12/04/2019 02:15:00	3,63	3,74	3,53	3,18	2,75	2,33	1,85	1,32	0,76	0,26	-0,24	-0,66	-1,08	-1,36	-1,63	-1,81	-2,00	-2,23	-2,45	-2,66	-2,86	3,63
12/04/2019 02:20:00	3,48	3,56	3,37	3,07	2,67	2,17	1,61	1,03	0,47	-0,02	-0,50	-0,89	-1,28	-1,52	-1,75	-1,91	-2,07	-2,27	-2,47	-2,65	-2,84	3,48
12/04/2019 02:25:00	3,43	3,63	3,50	3,20	2,69	2,06	1,40	0,76	0,19	-0,30	-0,76	-1,08	-1,40	-1,55	-1,71	-1,80	-1,90	-2,04	-2,18	-2,34	-2,49	3,48
12/04/2019 02:30:00	3,32	3,39	3,10	2,78	2,48	2,01	1,50	0,99	0,49	0,03	-0,44	-0,85	-1,26	-1,53	-1,80	-1,99	-2,18	-2,40	-2,62	-2,82	-3,02	3,42
12/04/2019 02:35:00	3,34	3,44	3,24	2,90	2,44	1,87	1,33	0,79	0,25	-0,26	-0,76	-1,14	-1,52	-1,73	-1,94	-2,08	-2,21	-2,39	-2,56	-2,74	-2,92	3,19
12/04/2019 02:40:00	3,30	3,17	2,93	2,68	2,41	2,02	1,60	1,06	0,32	-0,27	-0,86	-1,43	-2,00	-2,41	-2,82	-3,11	-3,40	-3,71	-4,01	-4,25	-4,49	3,25
12/04/2019 02:45:00	2,74	2,46	2,12	1,81	1,52	1,13	0,75	0,36	-0,02	-0,39	-0,77	-1,06	-1,36	-1,54	-1,71	-1,84	-1,97	-2,13	-2,30	-2,47	-2,64	2,61
12/04/2019 02:50:00	2,52	2,37	2,11	1,86	1,59	1,16	0,79	0,43	0,08	-0,33	-0,76	-1,09	-1,42	-1,61	-1,79	-1,91	-2,03	-2,19	-2,34	-2,51	-2,68	2,26
12/04/2019 02:55:00	2,13	2,08	1,81	1,49	1,12	0,76	0,31	-0,14	-0,55	-0,92	-1,29	-1,57	-1,85	-2,01	-2,17	-2,28	-2,40	-2,56	-2,71	-2,88	-3,05	2,13
12/04/2019 03:00:00	2,03	1,83	1,51	1,13	0,79	0,64	0,37	0,06	-0,27	-0,58	-0,92	-1,21	-1,50	-1,69	-1,87	-2,02	-2,16	-2,35	-2,54	-2,73	-2,92	2,00
12/04/2019 03:05:00	1,88	1,67	1,49	1,31	1,09	0,81	0,41	-0,03	-0,41	-0,86	-1,36	-1,77	-2,18	-2,42	-2,67	-2,83	-2,99	-3,18	-3,37	-3,54	-3,72	1,88
12/04/2019 03:10:00	1,82	1,77	1,46	1,04	0,62	0,21	-0,21	-0,62	-0,99	-1,32	-1,64	-1,87	-2,10	-2,22	-2,33	-2,42	-2,51	-2,64	-2,78	-2,94	-3,09	1,79
12/04/2019 03:15:00	1,73	1,68	1,38	0,93	0,43	0,07	-0,40	-0,82	-1,11	-1,48	-1,87	-2,13	-2,38	-2,50	-2,61	-2,67	-2,74	-2,86	-2,97	-3,12	-3,27	1,73
12/04/2019 03:20:00	1,60	1,36	0,97	0,48	0,02	-0,25	-0,54	-0,81	-1,12	-1,43	-1,75	-1,98	-2,21	-2,33	-2,45	-2,54	-2,63	-2,77	-2,91	-3,08	-3,24	1,61
12/04/2019 03:25:00	1,43	1,15	0,79	0,43	0,10	-0,10	-0,39	-0,69	-0,98	-1,28	-1,61	-1,87	-2,13	-2,27	-2,42	-2,53	-2,65	-2,81	-2,96	-3,13	-3,30	1,43
12/04/2019 03:30:00	1,28	1,00	0,73	0,46	0,16	-0,23	-0,56	-0,87	-1,16	-1,50	-1,84	-2,08	-2,31	-2,41	-2,50	-2,57	-2,63	-2,74	-2,85	-2,99	-3,13	1,24
