FileFormat:0002.2 file with temperature of atmosphere
SN105HE102 RTK
local	GMT or Local
0	GMT-Local=[hours]
20	Height[m]
0	0	0	Longitude                [grd]               [min]               [sec]
0	0	0	Latitude                [grd]               [min]               [sec]
N	NS
56,45	Freq[GHz]
0,00	dTemostat[K]
0,150	MessErr[K]
0,248	//[grad/step]
version 14.4.20120406
MTP5HE102F5645K-38.60I70D222917+A1.1
Commentary:
SN105HE102
парабола ДНА = 2,5 град
НЕ102 - ПУ - ХВБ с ЦСД " S "
АЦП - 202 - 09 с контр.U пит.и М
оптопара серии - 2
Т out № 178 пл
БП LPS - 112
End Of Commentary

SYSTEM\summer.dat
data time	0	50	100	150	200	250	300	350	400	450	500	550	600	650	700	750	800	850	900	950	1000	OutsideTemperature
28/09/2021 00:00:00	0,32	2,67	3,50	3,88	3,87	3,67	3,34	2,90	2,37	1,71	0,91	0,17	-0,57	-1,18	-1,80	-2,26	-2,72	-3,06	-3,40	-3,69	-3,98	0,26
28/09/2021 00:05:00	0,26	2,37	3,27	3,78	3,91	3,72	3,40	2,98	2,43	1,86	1,17	0,47	-0,22	-0,82	-1,43	-1,91	-2,40	-2,76	-3,13	-3,45	-3,76	0,64
28/09/2021 00:10:00	0,66	2,93	3,58	3,89	3,87	3,57	3,18	2,71	2,16	1,53	0,79	0,10	-0,59	-1,18	-1,77	-2,23	-2,68	-3,02	-3,35	-3,63	-3,92	0,78
28/09/2021 00:15:00	0,64	2,91	3,62	3,95	3,91	3,65	3,28	2,83	2,33	1,70	0,96	0,27	-0,42	-1,00	-1,58	-2,03	-2,47	-2,79	-3,12	-3,39	-3,67	0,85
28/09/2021 00:20:00	1,49	3,34	3,87	4,10	4,01	3,52	3,16	2,73	2,13	1,54	0,86	0,22	-0,42	-0,98	-1,53	-1,97	-2,41	-2,73	-3,05	-3,32	-3,59	0,96
28/09/2021 00:25:00	2,04	3,67	4,02	4,08	3,87	3,50	3,17	2,74	2,09	1,43	0,69	0,02	-0,66	-1,22	-1,79	-2,22	-2,64	-2,96	-3,27	-3,54	-3,81	1,45
28/09/2021 00:30:00	1,67	3,30	3,95	4,22	4,13	3,80	3,41	2,93	2,30	1,67	0,94	0,22	-0,49	-1,10	-1,71	-2,18	-2,66	-3,01	-3,36	-3,67	-3,97	1,74
28/09/2021 00:35:00	1,52	2,87	3,57	3,90	3,87	3,52	3,20	2,82	2,36	1,78	1,08	0,41	-0,25	-0,82	-1,38	-1,81	-2,24	-2,56	-2,87	-3,14	-3,42	1,59
28/09/2021 00:40:00	1,37	2,80	3,45	3,79	3,82	3,62	3,30	2,90	2,37	1,81	1,14	0,48	-0,18	-0,75	-1,32	-1,77	-2,22	-2,56	-2,90	-3,20	-3,51	1,31
28/09/2021 00:45:00	1,40	2,80	3,30	3,60	3,67	3,50	3,18	2,78	2,32	1,74	1,04	0,38	-0,29	-0,86	-1,42	-1,85	-2,29	-2,62	-2,95	-3,24	-3,54	1,54
28/09/2021 00:50:00	0,41	2,38	3,32	3,83	3,95	3,83	3,50	3,09	2,63	2,05	1,34	0,64	-0,06	-0,66	-1,26	-1,72	-2,19	-2,55	-2,90	-3,22	-3,53	0,67
28/09/2021 00:55:00	0,33	3,20	4,13	4,53	4,47	4,16	3,71	3,17	2,57	1,87	1,03	0,26	-0,52	-1,17	-1,82	-2,32	-2,82	-3,18	-3,55	-3,85	-4,15	0,53
28/09/2021 01:00:00	-0,11	3,07	4,11	4,58	4,55	4,25	3,85	3,35	2,73	2,03	1,21	0,44	-0,33	-0,99	-1,64	-2,14	-2,65	-3,01	-3,37	-3,68	-3,98	0,42
28/09/2021 01:05:00	-0,38	2,20	3,55	4,29	4,47	4,28	3,97	3,56	3,03	2,33	1,45	0,60	-0,25	-0,96	-1,67	-2,20	-2,73	-3,13	-3,53	-3,87	-4,22	-0,46
28/09/2021 01:10:00	-0,57	1,83	3,12	3,84	4,02	3,85	3,60	3,22	2,68	2,07	1,30	0,54	-0,23	-0,88	-1,54	-2,05	-2,56	-2,94	-3,32	-3,66	-3,99	-0,51
28/09/2021 01:15:00	-0,15	2,55	3,56	4,17	4,36	4,16	3,82	3,41	2,95	2,29	1,48	0,71	-0,06	-0,70	-1,35	-1,83	-2,32	-2,69	-3,05	-3,37	-3,69	-0,36
28/09/2021 01:20:00	0,34	2,88	3,77	4,28	4,40	4,22	3,88	3,48	3,01	2,33	1,49	0,72	-0,05	-0,69	-1,32	-1,80	-2,27	-2,63	-2,98	-3,30	-3,61	0,59
28/09/2021 01:25:00	0,72	2,70	3,60	4,10	4,21	3,93	3,60	3,19	2,68	2,07	1,32	0,59	-0,14	-0,76	-1,38	-1,86	-2,34	-2,69	-3,05	-3,36	-3,68	0,76
28/09/2021 01:30:00	0,75	2,77	3,77	4,31	4,41	4,15	3,75	3,29	2,77	2,11	1,30	0,51	-0,28	-0,95	-1,62	-2,12	-2,63	-3,01	-3,39	-3,72	-4,05	0,82
28/09/2021 01:35:00	0,57	2,61	3,38	3,90	4,12	3,93	3,67	3,28	2,73	2,13	1,40	0,68	-0,04	-0,66	-1,28	-1,76	-2,25	-2,62	-3,00	-3,34	-3,67	0,98
28/09/2021 01:40:00	0,72	2,88	3,73	4,16	4,18	3,91	3,55	3,10	2,52	1,91	1,20	0,50	-0,21	-0,82	-1,43	-1,91	-2,39	-2,75	-3,11	-3,42	-3,73	1,02
28/09/2021 01:45:00	1,00	2,67	3,61	4,17	4,35	4,25	3,97	3,58	3,06	2,51	1,82	1,12	0,42	-0,19	-0,81	-1,30	-1,79	-2,17	-2,55	-2,89	-3,24	1,03
28/09/2021 01:50:00	1,08	2,94	3,92	4,50	4,69	4,60	4,36	4,02	3,56	2,97	2,24	1,52	0,79	0,18	-0,44	-0,92	-1,39	-1,76	-2,13	-2,47	-2,81	1,09
